-3.8479,3.1928,3.4490,2.4490,2.4490,3.9796,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.1531,2.7842,3.5510,2.5510,2.5510,4.0204,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.4151,2.3466,3.6531,2.6531,2.6531,4.0612,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.6312,1.8847,3.7551,2.7551,2.7551,4.1020,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.7991,1.4031,3.8571,2.8571,2.8571,4.1429,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.9170,0.9070,3.9592,2.9592,2.9592,4.1837,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.9839,0.4014,4.0612,3.0612,3.0612,4.2245,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.9988,-0.1084,4.1633,3.1633,3.1633,4.2653,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.9618,-0.6170,4.2653,3.2653,3.2653,4.3061,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.8731,-1.1192,4.3673,3.3673,3.3673,4.3469,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.7338,-1.6098,4.4694,3.4694,3.4694,4.3878,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.5452,-2.0836,4.5714,3.5714,3.5714,4.4286,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.3093,-2.5358,4.6735,3.6735,3.6735,4.4694,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-4.0286,-2.9615,4.7755,3.7755,3.7755,4.5102,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-3.7059,-3.3565,4.8776,3.8776,3.8776,4.5510,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-3.3448,-3.7165,4.9796,3.9796,3.9796,4.5918,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-2.9488,-4.0379,5.0816,4.0816,4.0816,4.6327,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-2.5221,-4.3173,5.1837,4.1837,4.1837,4.6735,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-2.0692,-4.5517,5.2857,4.2857,4.2857,4.7143,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-1.5948,-4.7388,5.3878,4.3878,4.3878,4.7551,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-1.1038,-4.8766,5.4898,4.4898,4.4898,4.7959,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-0.6013,-4.9637,5.5918,4.5918,4.5918,4.8367,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
-0.0926,-4.9991,5.6939,4.6939,4.6939,4.8776,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
0.4172,-4.9826,5.7959,4.7959,4.7959,4.9184,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
0.9225,-4.9142,5.8980,4.8980,4.8980,4.9592,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
1.4183,-4.7946,6.0000,5.0000,5.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000,10.0000,10.0000,5.0000
